
Area
 ==================== 
Area,Unit,Category,Time,ID,
1176.25,um^2,Surface,1,0,
2165.83,um^2,Surface,1,1,
2245.56,um^2,Surface,1,2,
2441.53,um^2,Surface,1,3,
1639.82,um^2,Surface,1,4,
1380.55,um^2,Surface,1,5,
1801.2,um^2,Surface,1,6,
2237.97,um^2,Surface,1,7,
1147.99,um^2,Surface,1,8,
1662.43,um^2,Surface,1,9,
1120.35,um^2,Surface,1,10,
2400.62,um^2,Surface,1,11,
4875.13,um^2,Surface,1,12,
1209.26,um^2,Surface,1,13,
1706.85,um^2,Surface,1,14,
933.348,um^2,Surface,1,15,
4827.85,um^2,Surface,1,16,
3698.31,um^2,Surface,1,17,
4915.55,um^2,Surface,1,18,
3039.33,um^2,Surface,1,19,
2427.8,um^2,Surface,1,20,
