
Intensity Sum Ch=6 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.34319e+08,,Surface,6,Image 1,1,0,
3.1726e+08,,Surface,6,Image 1,1,1,
2.59094e+08,,Surface,6,Image 1,1,2,
2.20699e+08,,Surface,6,Image 1,1,3,
6.34441e+07,,Surface,6,Image 1,1,4,
9.5209e+07,,Surface,6,Image 1,1,5,
2.21325e+08,,Surface,6,Image 1,1,6,
2.68683e+08,,Surface,6,Image 1,1,7,
8.75564e+07,,Surface,6,Image 1,1,8,
1.94287e+08,,Surface,6,Image 1,1,9,
5.60058e+07,,Surface,6,Image 1,1,10,
1.71425e+08,,Surface,6,Image 1,1,11,
4.52923e+08,,Surface,6,Image 1,1,12,
9.82213e+07,,Surface,6,Image 1,1,13,
1.16421e+08,,Surface,6,Image 1,1,14,
7.42015e+07,,Surface,6,Image 1,1,15,
7.2063e+08,,Surface,6,Image 1,1,16,
3.78179e+08,,Surface,6,Image 1,1,17,
4.53588e+08,,Surface,6,Image 1,1,18,
1.7564e+08,,Surface,6,Image 1,1,19,
1.75421e+08,,Surface,6,Image 1,1,20,
