
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
0,um,Surface,Image 1,1,0,
30.7776,um,Surface,Image 1,1,1,
14.1634,um,Surface,Image 1,1,2,
33.3263,um,Surface,Image 1,1,3,
20.6693,um,Surface,Image 1,1,4,
0,um,Surface,Image 1,1,5,
61.2636,um,Surface,Image 1,1,6,
75.5272,um,Surface,Image 1,1,7,
62.7857,um,Surface,Image 1,1,8,
76.2509,um,Surface,Image 1,1,9,
57.6233,um,Surface,Image 1,1,10,
107.813,um,Surface,Image 1,1,11,
95.648,um,Surface,Image 1,1,12,
97.9109,um,Surface,Image 1,1,13,
0,um,Surface,Image 1,1,14,
0,um,Surface,Image 1,1,15,
116.69,um,Surface,Image 1,1,16,
14.7589,um,Surface,Image 1,1,17,
78.574,um,Surface,Image 1,1,18,
108.544,um,Surface,Image 1,1,19,
8.37944,um,Surface,Image 1,1,20,
