
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
1484.8,,Surface,6,Image 1,1,0,
2124.54,,Surface,6,Image 1,1,1,
1874.7,,Surface,6,Image 1,1,2,
1492.19,,Surface,6,Image 1,1,3,
1744.27,,Surface,6,Image 1,1,4,
1450.35,,Surface,6,Image 1,1,5,
2101.05,,Surface,6,Image 1,1,6,
3312.92,,Surface,6,Image 1,1,7,
1399.68,,Surface,6,Image 1,1,8,
2093.54,,Surface,6,Image 1,1,9,
1391.57,,Surface,6,Image 1,1,10,
1777.74,,Surface,6,Image 1,1,11,
1710.66,,Surface,6,Image 1,1,12,
1832.44,,Surface,6,Image 1,1,13,
869.576,,Surface,6,Image 1,1,14,
1773.3,,Surface,6,Image 1,1,15,
1832.32,,Surface,6,Image 1,1,16,
2036.83,,Surface,6,Image 1,1,17,
1268.21,,Surface,6,Image 1,1,18,
1678.88,,Surface,6,Image 1,1,19,
1245.1,,Surface,6,Image 1,1,20,
