
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.144437,,Surface,1,0,
0.0927474,,Surface,1,1,
0.0607351,,Surface,1,2,
0.0534858,,Surface,1,3,
0.0365597,,Surface,1,4,
0.232102,,Surface,1,5,
0.096384,,Surface,1,6,
0.156184,,Surface,1,7,
0.116218,,Surface,1,8,
0.209692,,Surface,1,9,
0.0782689,,Surface,1,10,
0.0522027,,Surface,1,11,
0.0549062,,Surface,1,12,
0.17695,,Surface,1,13,
0.123225,,Surface,1,14,
0.258733,,Surface,1,15,
0.0629731,,Surface,1,16,
0.0942878,,Surface,1,17,
0.0884163,,Surface,1,18,
0.0362967,,Surface,1,19,
0.0788122,,Surface,1,20,
