
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
420.035,um,Surface,Distance from Origin,1,0,
410.263,um,Surface,Distance from Origin,1,1,
393.46,um,Surface,Distance from Origin,1,2,
387.586,um,Surface,Distance from Origin,1,3,
379.266,um,Surface,Distance from Origin,1,4,
386.704,um,Surface,Distance from Origin,1,5,
368.593,um,Surface,Distance from Origin,1,6,
350.414,um,Surface,Distance from Origin,1,7,
336.184,um,Surface,Distance from Origin,1,8,
331.952,um,Surface,Distance from Origin,1,9,
320.217,um,Surface,Distance from Origin,1,10,
312.448,um,Surface,Distance from Origin,1,11,
305.721,um,Surface,Distance from Origin,1,12,
275.403,um,Surface,Distance from Origin,1,13,
342.334,um,Surface,Distance from Origin,1,14,
339.601,um,Surface,Distance from Origin,1,15,
258.85,um,Surface,Distance from Origin,1,16,
316.825,um,Surface,Distance from Origin,1,17,
270.897,um,Surface,Distance from Origin,1,18,
232.429,um,Surface,Distance from Origin,1,19,
212.117,um,Surface,Distance from Origin,1,20,
