
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
243.867,341.626,15.8126,um,Surface,Position,1,0,
273.634,305.513,10.0754,um,Surface,Position,1,1,
225.984,321.955,9.35008,um,Surface,Position,1,2,
300.547,244.551,9.42829,um,Surface,Position,1,3,
313.55,213.183,9.05501,um,Surface,Position,1,4,
348.115,167.693,15.33,um,Surface,Position,1,5,
245.174,275.027,10.5064,um,Surface,Position,1,6,
258.174,236.635,11.8379,um,Surface,Position,1,7,
189.236,277.648,11.0022,um,Surface,Position,1,8,
260.903,204.863,12.3521,um,Surface,Position,1,9,
146.806,284.364,11.1473,um,Surface,Position,1,10,
226.752,214.756,9.33907,um,Surface,Position,1,11,
200.871,229.939,15.6333,um,Surface,Position,1,12,
243.731,127.436,14.2187,um,Surface,Position,1,13,
10.1893,341.812,15.9082,um,Surface,Position,1,14,
339.094,11.3254,14.6948,um,Surface,Position,1,15,
210.451,150.051,14.0876,um,Surface,Position,1,16,
36.6834,314.447,12.4625,um,Surface,Position,1,17,
114.664,245.114,12.4935,um,Surface,Position,1,18,
131.85,191.162,9.79358,um,Surface,Position,1,19,
25.1249,210.079,15.1368,um,Surface,Position,1,20,
