
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
53,,Surface,2,Image 1,1,0,
72,,Surface,2,Image 1,1,1,
12,,Surface,2,Image 1,1,2,
90,,Surface,2,Image 1,1,3,
193,,Surface,2,Image 1,1,4,
31,,Surface,2,Image 1,1,5,
183,,Surface,2,Image 1,1,6,
199,,Surface,2,Image 1,1,7,
156,,Surface,2,Image 1,1,8,
134,,Surface,2,Image 1,1,9,
195,,Surface,2,Image 1,1,10,
141,,Surface,2,Image 1,1,11,
36,,Surface,2,Image 1,1,12,
174,,Surface,2,Image 1,1,13,
22,,Surface,2,Image 1,1,14,
41,,Surface,2,Image 1,1,15,
59,,Surface,2,Image 1,1,16,
63,,Surface,2,Image 1,1,17,
6,,Surface,2,Image 1,1,18,
120,,Surface,2,Image 1,1,19,
57,,Surface,2,Image 1,1,20,
