
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
0,um,Surface,Image 1,1,0,
3.91367,um,Surface,Image 1,1,1,
0,um,Surface,Image 1,1,2,
67.3831,um,Surface,Image 1,1,3,
42.7962,um,Surface,Image 1,1,4,
0,um,Surface,Image 1,1,5,
117.388,um,Surface,Image 1,1,6,
0,um,Surface,Image 1,1,7,
84.8673,um,Surface,Image 1,1,8,
15.5214,um,Surface,Image 1,1,9,
72.3555,um,Surface,Image 1,1,10,
5.61745,um,Surface,Image 1,1,11,
25.4252,um,Surface,Image 1,1,12,
0,um,Surface,Image 1,1,13,
0,um,Surface,Image 1,1,14,
0,um,Surface,Image 1,1,15,
3.0595,um,Surface,Image 1,1,16,
18.4983,um,Surface,Image 1,1,17,
0,um,Surface,Image 1,1,18,
22.1642,um,Surface,Image 1,1,19,
