
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.300126,,Surface,1,0,
0.619169,,Surface,1,1,
0.640292,,Surface,1,2,
0.735611,,Surface,1,3,
0.692061,,Surface,1,4,
0.414971,,Surface,1,5,
0.843836,,Surface,1,6,
0.659352,,Surface,1,7,
0.598979,,Surface,1,8,
0.573808,,Surface,1,9,
0.76539,,Surface,1,10,
0.830332,,Surface,1,11,
0.446452,,Surface,1,12,
0.457854,,Surface,1,13,
0.631565,,Surface,1,14,
0.5803,,Surface,1,15,
0.52235,,Surface,1,16,
0.273237,,Surface,1,17,
0.795527,,Surface,1,18,
0.750082,,Surface,1,19,
