
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
9.5982e+08,,Surface,4,Image 1,1,0,
1.52233e+10,,Surface,4,Image 1,1,1,
2.47955e+10,,Surface,4,Image 1,1,2,
9.74267e+09,,Surface,4,Image 1,1,3,
5.58722e+08,,Surface,4,Image 1,1,4,
4.24548e+08,,Surface,4,Image 1,1,5,
1.27396e+10,,Surface,4,Image 1,1,6,
1.95123e+09,,Surface,4,Image 1,1,7,
1.58858e+10,,Surface,4,Image 1,1,8,
2.56379e+09,,Surface,4,Image 1,1,9,
1.66717e+10,,Surface,4,Image 1,1,10,
2.67208e+09,,Surface,4,Image 1,1,11,
3.01097e+08,,Surface,4,Image 1,1,12,
6.86257e+08,,Surface,4,Image 1,1,13,
1.0266e+09,,Surface,4,Image 1,1,14,
9.01749e+08,,Surface,4,Image 1,1,15,
1.52846e+09,,Surface,4,Image 1,1,16,
1.5394e+09,,Surface,4,Image 1,1,17,
5.90596e+08,,Surface,4,Image 1,1,18,
8.99191e+09,,Surface,4,Image 1,1,19,
