
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
176.502,348.484,14.1315,um,Surface,Position,1,0,
314.423,273.608,10.7585,um,Surface,Position,1,1,
216.56,310.942,12.2274,um,Surface,Position,1,2,
256.564,205.119,11.6436,um,Surface,Position,1,3,
108.44,293.926,12.6675,um,Surface,Position,1,4,
329.198,15.1415,17.0578,um,Surface,Position,1,5,
186.427,195.511,11.157,um,Surface,Position,1,6,
10.8573,305.229,19.1857,um,Surface,Position,1,7,
228.636,136.046,12.698,um,Surface,Position,1,8,
258.236,41.9343,16.7236,um,Surface,Position,1,9,
105.588,197.986,15.7894,um,Surface,Position,1,10,
41.3526,247.884,10.7659,um,Surface,Position,1,11,
36.1285,175.157,14.0533,um,Surface,Position,1,12,
189.643,8.05915,15.4023,um,Surface,Position,1,13,
157.182,8.19775,8.81083,um,Surface,Position,1,14,
28.4825,8.48441,14.3306,um,Surface,Position,1,15,
59.6306,21.445,14.3213,um,Surface,Position,1,16,
41.7176,69.779,14.1168,um,Surface,Position,1,17,
11.6314,100.231,19.1466,um,Surface,Position,1,18,
92.2545,56.7772,12.8495,um,Surface,Position,1,19,
