
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
407,,Surface,3,Image 1,1,0,
160,,Surface,3,Image 1,1,1,
156,,Surface,3,Image 1,1,2,
220,,Surface,3,Image 1,1,3,
571,,Surface,3,Image 1,1,4,
216,,Surface,3,Image 1,1,5,
186,,Surface,3,Image 1,1,6,
146,,Surface,3,Image 1,1,7,
205,,Surface,3,Image 1,1,8,
197,,Surface,3,Image 1,1,9,
181,,Surface,3,Image 1,1,10,
184,,Surface,3,Image 1,1,11,
369,,Surface,3,Image 1,1,12,
332,,Surface,3,Image 1,1,13,
361,,Surface,3,Image 1,1,14,
292,,Surface,3,Image 1,1,15,
279,,Surface,3,Image 1,1,16,
253,,Surface,3,Image 1,1,17,
286,,Surface,3,Image 1,1,18,
272,,Surface,3,Image 1,1,19,
