
Intensity Max Ch=2 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
6311,,Surface,2,Image 1,1,0,
9501,,Surface,2,Image 1,1,1,
8998,,Surface,2,Image 1,1,2,
15984,,Surface,2,Image 1,1,3,
10044,,Surface,2,Image 1,1,4,
4809,,Surface,2,Image 1,1,5,
38938,,Surface,2,Image 1,1,6,
7076,,Surface,2,Image 1,1,7,
35125,,Surface,2,Image 1,1,8,
5576,,Surface,2,Image 1,1,9,
20164,,Surface,2,Image 1,1,10,
19411,,Surface,2,Image 1,1,11,
5118,,Surface,2,Image 1,1,12,
5993,,Surface,2,Image 1,1,13,
5888,,Surface,2,Image 1,1,14,
5942,,Surface,2,Image 1,1,15,
10458,,Surface,2,Image 1,1,16,
9925,,Surface,2,Image 1,1,17,
7022,,Surface,2,Image 1,1,18,
14611,,Surface,2,Image 1,1,19,
