
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.627469,,Surface,1,0,
0.100271,,Surface,1,1,
0.0713908,,Surface,1,2,
0.113199,,Surface,1,3,
0.132521,,Surface,1,4,
0.293761,,Surface,1,5,
0.0615427,,Surface,1,6,
0.171511,,Surface,1,7,
0.136374,,Surface,1,8,
0.209084,,Surface,1,9,
0.0885419,,Surface,1,10,
0.0338334,,Surface,1,11,
0.409279,,Surface,1,12,
0.402441,,Surface,1,13,
0.242538,,Surface,1,14,
0.205163,,Surface,1,15,
0.283141,,Surface,1,16,
0.446949,,Surface,1,17,
0.123222,,Surface,1,18,
0.118042,,Surface,1,19,
