
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1747,,Surface,4,Image 1,1,0,
1482,,Surface,4,Image 1,1,1,
1413,,Surface,4,Image 1,1,2,
1600,,Surface,4,Image 1,1,3,
1553,,Surface,4,Image 1,1,4,
1476,,Surface,4,Image 1,1,5,
1013,,Surface,4,Image 1,1,6,
1525,,Surface,4,Image 1,1,7,
1432,,Surface,4,Image 1,1,8,
1337,,Surface,4,Image 1,1,9,
1374,,Surface,4,Image 1,1,10,
1277,,Surface,4,Image 1,1,11,
1865,,Surface,4,Image 1,1,12,
1886,,Surface,4,Image 1,1,13,
1973,,Surface,4,Image 1,1,14,
1391,,Surface,4,Image 1,1,15,
1442,,Surface,4,Image 1,1,16,
1085,,Surface,4,Image 1,1,17,
1928,,Surface,4,Image 1,1,18,
1050,,Surface,4,Image 1,1,19,
