
Area
 ==================== 
Area,Unit,Category,Time,ID,
2547.07,um^2,Surface,1,0,
12877.8,um^2,Surface,1,1,
20725.7,um^2,Surface,1,2,
8387.27,um^2,Surface,1,3,
1930.34,um^2,Surface,1,4,
1275.63,um^2,Surface,1,5,
10111.6,um^2,Surface,1,6,
3444.8,um^2,Surface,1,7,
11722.8,um^2,Surface,1,8,
4887.54,um^2,Surface,1,9,
15181.5,um^2,Surface,1,10,
8418.16,um^2,Surface,1,11,
1105.38,um^2,Surface,1,12,
1196.97,um^2,Surface,1,13,
1240.87,um^2,Surface,1,14,
2723.87,um^2,Surface,1,15,
2922.67,um^2,Surface,1,16,
4192.72,um^2,Surface,1,17,
2161.42,um^2,Surface,1,18,
8432.53,um^2,Surface,1,19,
