
Intensity StdDev Ch=7 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
1973.82,,Surface,7,Image 1,1,0,
7030.03,,Surface,7,Image 1,1,1,
3844.59,,Surface,7,Image 1,1,2,
6834.45,,Surface,7,Image 1,1,3,
3155.57,,Surface,7,Image 1,1,4,
322.441,,Surface,7,Image 1,1,5,
2783.15,,Surface,7,Image 1,1,6,
1819.63,,Surface,7,Image 1,1,7,
4799.57,,Surface,7,Image 1,1,8,
4735.88,,Surface,7,Image 1,1,9,
249.408,,Surface,7,Image 1,1,10,
4521.03,,Surface,7,Image 1,1,11,
3212.13,,Surface,7,Image 1,1,12,
6006.62,,Surface,7,Image 1,1,13,
2366,,Surface,7,Image 1,1,14,
1148.52,,Surface,7,Image 1,1,15,
1309.17,,Surface,7,Image 1,1,16,
2140.94,,Surface,7,Image 1,1,17,
2325.85,,Surface,7,Image 1,1,18,
457.249,,Surface,7,Image 1,1,19,
1632.43,,Surface,7,Image 1,1,20,
