
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
294,,Surface,2,Image 1,1,0,
12,,Surface,2,Image 1,1,1,
31,,Surface,2,Image 1,1,2,
28,,Surface,2,Image 1,1,3,
60,,Surface,2,Image 1,1,4,
111,,Surface,2,Image 1,1,5,
120,,Surface,2,Image 1,1,6,
159,,Surface,2,Image 1,1,7,
28,,Surface,2,Image 1,1,8,
41,,Surface,2,Image 1,1,9,
10,,Surface,2,Image 1,1,10,
63,,Surface,2,Image 1,1,11,
104,,Surface,2,Image 1,1,12,
58,,Surface,2,Image 1,1,13,
6,,Surface,2,Image 1,1,14,
151,,Surface,2,Image 1,1,15,
57,,Surface,2,Image 1,1,16,
102,,Surface,2,Image 1,1,17,
181,,Surface,2,Image 1,1,18,
139,,Surface,2,Image 1,1,19,
113,,Surface,2,Image 1,1,20,
