
Area
 ==================== 
Area,Unit,Category,Time,ID,
1283.31,um^2,Surface,1,0,
5298.5,um^2,Surface,1,1,
1729.48,um^2,Surface,1,2,
7538.27,um^2,Surface,1,3,
6964.23,um^2,Surface,1,4,
1618.2,um^2,Surface,1,5,
2348.25,um^2,Surface,1,6,
1586.86,um^2,Surface,1,7,
20494.3,um^2,Surface,1,8,
1360.69,um^2,Surface,1,9,
2067.81,um^2,Surface,1,10,
4500.15,um^2,Surface,1,11,
2070.16,um^2,Surface,1,12,
14022.9,um^2,Surface,1,13,
10871.8,um^2,Surface,1,14,
703.286,um^2,Surface,1,15,
3345.83,um^2,Surface,1,16,
1066.81,um^2,Surface,1,17,
902.484,um^2,Surface,1,18,
1540.22,um^2,Surface,1,19,
1783.26,um^2,Surface,1,20,
