
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
374.737,,Surface,5,Image 1,1,0,
2513.3,,Surface,5,Image 1,1,1,
1702.04,,Surface,5,Image 1,1,2,
2325.59,,Surface,5,Image 1,1,3,
1889.79,,Surface,5,Image 1,1,4,
2467.17,,Surface,5,Image 1,1,5,
2412.59,,Surface,5,Image 1,1,6,
2233.76,,Surface,5,Image 1,1,7,
2228.04,,Surface,5,Image 1,1,8,
987.482,,Surface,5,Image 1,1,9,
1272.1,,Surface,5,Image 1,1,10,
2624.42,,Surface,5,Image 1,1,11,
1449.81,,Surface,5,Image 1,1,12,
1798.84,,Surface,5,Image 1,1,13,
2324.4,,Surface,5,Image 1,1,14,
1640.28,,Surface,5,Image 1,1,15,
2973.72,,Surface,5,Image 1,1,16,
1260.75,,Surface,5,Image 1,1,17,
1947.25,,Surface,5,Image 1,1,18,
486.542,,Surface,5,Image 1,1,19,
1568.79,,Surface,5,Image 1,1,20,
