
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
421.459,um,Surface,Distance from Origin,1,0,
402.831,um,Surface,Distance from Origin,1,1,
386.742,um,Surface,Distance from Origin,1,2,
390.351,um,Surface,Distance from Origin,1,3,
384.626,um,Surface,Distance from Origin,1,4,
376.409,um,Surface,Distance from Origin,1,5,
338.134,um,Surface,Distance from Origin,1,6,
319.478,um,Surface,Distance from Origin,1,7,
318.643,um,Surface,Distance from Origin,1,8,
340.455,um,Surface,Distance from Origin,1,9,
341.726,um,Surface,Distance from Origin,1,10,
316.249,um,Surface,Distance from Origin,1,11,
259.173,um,Surface,Distance from Origin,1,12,
270.763,um,Surface,Distance from Origin,1,13,
258.416,um,Surface,Distance from Origin,1,14,
230.945,um,Surface,Distance from Origin,1,15,
211.814,um,Surface,Distance from Origin,1,16,
120.604,um,Surface,Distance from Origin,1,17,
149.72,um,Surface,Distance from Origin,1,18,
129.19,um,Surface,Distance from Origin,1,19,
41.2621,um,Surface,Distance from Origin,1,20,
