
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
1527.8,,Surface,6,Image 1,1,0,
1850.63,,Surface,6,Image 1,1,1,
1545.77,,Surface,6,Image 1,1,2,
2398.1,,Surface,6,Image 1,1,3,
1575.37,,Surface,6,Image 1,1,4,
1105.07,,Surface,6,Image 1,1,5,
1467.59,,Surface,6,Image 1,1,6,
1401.11,,Surface,6,Image 1,1,7,
2425.53,,Surface,6,Image 1,1,8,
1760.63,,Surface,6,Image 1,1,9,
912.699,,Surface,6,Image 1,1,10,
2035.75,,Surface,6,Image 1,1,11,
1411.05,,Surface,6,Image 1,1,12,
2096.08,,Surface,6,Image 1,1,13,
1465.98,,Surface,6,Image 1,1,14,
1220.55,,Surface,6,Image 1,1,15,
1316.43,,Surface,6,Image 1,1,16,
1272.52,,Surface,6,Image 1,1,17,
1460.67,,Surface,6,Image 1,1,18,
1107.76,,Surface,6,Image 1,1,19,
1263.5,,Surface,6,Image 1,1,20,
