
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.342707,,Surface,1,0,
0.346814,,Surface,1,1,
0.374763,,Surface,1,2,
0.279592,,Surface,1,3,
0.406089,,Surface,1,4,
0.272261,,Surface,1,5,
0.805653,,Surface,1,6,
0.859389,,Surface,1,7,
0.387649,,Surface,1,8,
0.527424,,Surface,1,9,
0.709089,,Surface,1,10,
0.740241,,Surface,1,11,
0.355847,,Surface,1,12,
0.316513,,Surface,1,13,
0.247088,,Surface,1,14,
0.524325,,Surface,1,15,
0.783419,,Surface,1,16,
0.72949,,Surface,1,17,
0.58969,,Surface,1,18,
0.434795,,Surface,1,19,
0.813257,,Surface,1,20,
