
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
3358.35,,Surface,3,Image 1,1,0,
6406.4,,Surface,3,Image 1,1,1,
5295.33,,Surface,3,Image 1,1,2,
5874.02,,Surface,3,Image 1,1,3,
4791.32,,Surface,3,Image 1,1,4,
3710.22,,Surface,3,Image 1,1,5,
5010.62,,Surface,3,Image 1,1,6,
4530.96,,Surface,3,Image 1,1,7,
4748.17,,Surface,3,Image 1,1,8,
4741.52,,Surface,3,Image 1,1,9,
6994.05,,Surface,3,Image 1,1,10,
6173.17,,Surface,3,Image 1,1,11,
4880.94,,Surface,3,Image 1,1,12,
4845.98,,Surface,3,Image 1,1,13,
5101.62,,Surface,3,Image 1,1,14,
5893.2,,Surface,3,Image 1,1,15,
6135.1,,Surface,3,Image 1,1,16,
5595.13,,Surface,3,Image 1,1,17,
5741.39,,Surface,3,Image 1,1,18,
4013.15,,Surface,3,Image 1,1,19,
4649.16,,Surface,3,Image 1,1,20,
