
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
725,,Surface,3,Image 1,1,0,
327,,Surface,3,Image 1,1,1,
286,,Surface,3,Image 1,1,2,
320,,Surface,3,Image 1,1,3,
267,,Surface,3,Image 1,1,4,
661,,Surface,3,Image 1,1,5,
678,,Surface,3,Image 1,1,6,
809,,Surface,3,Image 1,1,7,
130,,Surface,3,Image 1,1,8,
451,,Surface,3,Image 1,1,9,
224,,Surface,3,Image 1,1,10,
462,,Surface,3,Image 1,1,11,
504,,Surface,3,Image 1,1,12,
360,,Surface,3,Image 1,1,13,
586,,Surface,3,Image 1,1,14,
722,,Surface,3,Image 1,1,15,
586,,Surface,3,Image 1,1,16,
659,,Surface,3,Image 1,1,17,
705,,Surface,3,Image 1,1,18,
536,,Surface,3,Image 1,1,19,
474,,Surface,3,Image 1,1,20,
