
Intensity StdDev Ch=1 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
5949.33,,Surface,1,Image 1,1,0,
3308.48,,Surface,1,Image 1,1,1,
6884.47,,Surface,1,Image 1,1,2,
4780.14,,Surface,1,Image 1,1,3,
7925.63,,Surface,1,Image 1,1,4,
5490.62,,Surface,1,Image 1,1,5,
5058.12,,Surface,1,Image 1,1,6,
7118.14,,Surface,1,Image 1,1,7,
5503.07,,Surface,1,Image 1,1,8,
4318.93,,Surface,1,Image 1,1,9,
4422.2,,Surface,1,Image 1,1,10,
6135.02,,Surface,1,Image 1,1,11,
2956.67,,Surface,1,Image 1,1,12,
3589.4,,Surface,1,Image 1,1,13,
3414.57,,Surface,1,Image 1,1,14,
5744.38,,Surface,1,Image 1,1,15,
2457.01,,Surface,1,Image 1,1,16,
5165.85,,Surface,1,Image 1,1,17,
3343.47,,Surface,1,Image 1,1,18,
4296.75,,Surface,1,Image 1,1,19,
4422.51,,Surface,1,Image 1,1,20,
4608.09,,Surface,1,Image 1,1,21,
