
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2.82749e+08,,Surface,2,Image 1,1,0,
1.2112e+08,,Surface,2,Image 1,1,1,
2.2731e+08,,Surface,2,Image 1,1,2,
1.11452e+09,,Surface,2,Image 1,1,3,
1.46039e+08,,Surface,2,Image 1,1,4,
3.08701e+08,,Surface,2,Image 1,1,5,
4.49964e+08,,Surface,2,Image 1,1,6,
4.70088e+08,,Surface,2,Image 1,1,7,
4.27108e+08,,Surface,2,Image 1,1,8,
1.21756e+09,,Surface,2,Image 1,1,9,
4.09744e+08,,Surface,2,Image 1,1,10,
1.77097e+09,,Surface,2,Image 1,1,11,
2.11639e+08,,Surface,2,Image 1,1,12,
1.75152e+08,,Surface,2,Image 1,1,13,
2.20442e+08,,Surface,2,Image 1,1,14,
5.36775e+08,,Surface,2,Image 1,1,15,
1.1891e+08,,Surface,2,Image 1,1,16,
1.55953e+08,,Surface,2,Image 1,1,17,
1.34838e+08,,Surface,2,Image 1,1,18,
2.3156e+09,,Surface,2,Image 1,1,19,
3.847e+08,,Surface,2,Image 1,1,20,
3.4731e+09,,Surface,2,Image 1,1,21,
