
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
241.184,344.25,12.4993,um,Surface,Position,1,0,
344.394,209.876,13.6619,um,Surface,Position,1,1,
306.088,245.035,13.3574,um,Surface,Position,1,2,
225.504,299.831,13.7183,um,Surface,Position,1,3,
245.183,229.654,10.864,um,Surface,Position,1,4,
172.459,296.123,12.8122,um,Surface,Position,1,5,
142.296,340.785,10.6967,um,Surface,Position,1,6,
318.816,135.835,11.9562,um,Surface,Position,1,7,
195.951,255.667,15.7964,um,Surface,Position,1,8,
301.794,78.2033,14.8214,um,Surface,Position,1,9,
322.45,26.093,10.383,um,Surface,Position,1,10,
139.552,213.971,11.3768,um,Surface,Position,1,11,
288.655,4.66247,15.4372,um,Surface,Position,1,12,
45.1618,203.682,17.8896,um,Surface,Position,1,13,
30.0975,224.559,12.8152,um,Surface,Position,1,14,
146.713,115.401,12.5804,um,Surface,Position,1,15,
173.194,57.0952,12.0953,um,Surface,Position,1,16,
112.38,105.943,10.7309,um,Surface,Position,1,17,
148.776,38.1684,10.8665,um,Surface,Position,1,18,
193.768,21.7786,15.7747,um,Surface,Position,1,19,
138.235,69.9131,16.9431,um,Surface,Position,1,20,
33.0923,108.276,12.5719,um,Surface,Position,1,21,
