
Intensity StdDev Ch=2 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
1444.77,,Surface,2,Image 1,1,0,
1415.08,,Surface,2,Image 1,1,1,
1555.21,,Surface,2,Image 1,1,2,
1343.65,,Surface,2,Image 1,1,3,
1807.53,,Surface,2,Image 1,1,4,
1494.93,,Surface,2,Image 1,1,5,
2151.35,,Surface,2,Image 1,1,6,
4815.34,,Surface,2,Image 1,1,7,
2187.71,,Surface,2,Image 1,1,8,
1446.44,,Surface,2,Image 1,1,9,
1086.07,,Surface,2,Image 1,1,10,
1847.5,,Surface,2,Image 1,1,11,
1061.79,,Surface,2,Image 1,1,12,
2456.77,,Surface,2,Image 1,1,13,
1002.41,,Surface,2,Image 1,1,14,
1385.52,,Surface,2,Image 1,1,15,
2402,,Surface,2,Image 1,1,16,
1198.59,,Surface,2,Image 1,1,17,
1448.91,,Surface,2,Image 1,1,18,
2660.17,,Surface,2,Image 1,1,19,
1369.29,,Surface,2,Image 1,1,20,
1896.77,,Surface,2,Image 1,1,21,
