
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
727,,Surface,3,Image 1,1,0,
675,,Surface,3,Image 1,1,1,
258,,Surface,3,Image 1,1,2,
527,,Surface,3,Image 1,1,3,
209,,Surface,3,Image 1,1,4,
519,,Surface,3,Image 1,1,5,
920,,Surface,3,Image 1,1,6,
338,,Surface,3,Image 1,1,7,
921,,Surface,3,Image 1,1,8,
224,,Surface,3,Image 1,1,9,
285,,Surface,3,Image 1,1,10,
235,,Surface,3,Image 1,1,11,
996,,Surface,3,Image 1,1,12,
224,,Surface,3,Image 1,1,13,
776,,Surface,3,Image 1,1,14,
899,,Surface,3,Image 1,1,15,
1112,,Surface,3,Image 1,1,16,
842,,Surface,3,Image 1,1,17,
1466,,Surface,3,Image 1,1,18,
284,,Surface,3,Image 1,1,19,
281,,Surface,3,Image 1,1,20,
512,,Surface,3,Image 1,1,21,
