
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
420.516,um,Surface,Distance from Origin,1,0,
403.537,um,Surface,Distance from Origin,1,1,
392.315,um,Surface,Distance from Origin,1,2,
375.418,um,Surface,Distance from Origin,1,3,
336.116,um,Surface,Distance from Origin,1,4,
342.921,um,Surface,Distance from Origin,1,5,
369.456,um,Surface,Distance from Origin,1,6,
346.753,um,Surface,Distance from Origin,1,7,
322.509,um,Surface,Distance from Origin,1,8,
312.114,um,Surface,Distance from Origin,1,9,
323.67,um,Surface,Distance from Origin,1,10,
255.71,um,Surface,Distance from Origin,1,11,
289.105,um,Surface,Distance from Origin,1,12,
209.395,um,Surface,Distance from Origin,1,13,
226.929,um,Surface,Distance from Origin,1,14,
187.084,um,Surface,Distance from Origin,1,15,
182.763,um,Surface,Distance from Origin,1,16,
154.817,um,Surface,Distance from Origin,1,17,
153.978,um,Surface,Distance from Origin,1,18,
195.625,um,Surface,Distance from Origin,1,19,
155.833,um,Surface,Distance from Origin,1,20,
113.916,um,Surface,Distance from Origin,1,21,
