
Intensity Mean Ch=8 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
106.757,,Surface,8,Image 1,1,0,
210.368,,Surface,8,Image 1,1,1,
150.81,,Surface,8,Image 1,1,2,
43.9091,,Surface,8,Image 1,1,3,
453.848,,Surface,8,Image 1,1,4,
238.535,,Surface,8,Image 1,1,5,
363.921,,Surface,8,Image 1,1,6,
2470.08,,Surface,8,Image 1,1,7,
409.645,,Surface,8,Image 1,1,8,
120.171,,Surface,8,Image 1,1,9,
23.8689,,Surface,8,Image 1,1,10,
517.459,,Surface,8,Image 1,1,11,
0,,Surface,8,Image 1,1,12,
630.872,,Surface,8,Image 1,1,13,
19.5247,,Surface,8,Image 1,1,14,
100.449,,Surface,8,Image 1,1,15,
274.177,,Surface,8,Image 1,1,16,
74.0442,,Surface,8,Image 1,1,17,
173.821,,Surface,8,Image 1,1,18,
789.176,,Surface,8,Image 1,1,19,
236.88,,Surface,8,Image 1,1,20,
196.607,,Surface,8,Image 1,1,21,
