
Area
 ==================== 
Area,Unit,Category,Time,ID,
2057.1,um^2,Surface,1,0,
1025.52,um^2,Surface,1,1,
2278.32,um^2,Surface,1,2,
5352.22,um^2,Surface,1,3,
1568.24,um^2,Surface,1,4,
1913.56,um^2,Surface,1,5,
4507.45,um^2,Surface,1,6,
2367.42,um^2,Surface,1,7,
3183.72,um^2,Surface,1,8,
9351.49,um^2,Surface,1,9,
2867.63,um^2,Surface,1,10,
10705.2,um^2,Surface,1,11,
1584.17,um^2,Surface,1,12,
1118.02,um^2,Surface,1,13,
1725.59,um^2,Surface,1,14,
3919.93,um^2,Surface,1,15,
1012.31,um^2,Surface,1,16,
1651.58,um^2,Surface,1,17,
1063.16,um^2,Surface,1,18,
8829.57,um^2,Surface,1,19,
2846.63,um^2,Surface,1,20,
29253.9,um^2,Surface,1,21,
