
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2.28694e+09,,Surface,4,Image 1,1,0,
1.08058e+09,,Surface,4,Image 1,1,1,
3.38821e+08,,Surface,4,Image 1,1,2,
1.20567e+10,,Surface,4,Image 1,1,3,
6.70906e+08,,Surface,4,Image 1,1,4,
4.11009e+08,,Surface,4,Image 1,1,5,
3.27176e+09,,Surface,4,Image 1,1,6,
2.0742e+09,,Surface,4,Image 1,1,7,
3.86612e+08,,Surface,4,Image 1,1,8,
9.92145e+09,,Surface,4,Image 1,1,9,
8.46396e+08,,Surface,4,Image 1,1,10,
3.05943e+09,,Surface,4,Image 1,1,11,
5.6566e+09,,Surface,4,Image 1,1,12,
4.51194e+09,,Surface,4,Image 1,1,13,
7.41163e+08,,Surface,4,Image 1,1,14,
7.65042e+09,,Surface,4,Image 1,1,15,
4.11649e+08,,Surface,4,Image 1,1,16,
