
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
446.884,um,Surface,Distance from Origin,1,0,
401.985,um,Surface,Distance from Origin,1,1,
383.264,um,Surface,Distance from Origin,1,2,
383.693,um,Surface,Distance from Origin,1,3,
335.943,um,Surface,Distance from Origin,1,4,
330.776,um,Surface,Distance from Origin,1,5,
356.138,um,Surface,Distance from Origin,1,6,
301.29,um,Surface,Distance from Origin,1,7,
253.74,um,Surface,Distance from Origin,1,8,
289.859,um,Surface,Distance from Origin,1,9,
294.787,um,Surface,Distance from Origin,1,10,
251.755,um,Surface,Distance from Origin,1,11,
189.956,um,Surface,Distance from Origin,1,12,
165.387,um,Surface,Distance from Origin,1,13,
172.432,um,Surface,Distance from Origin,1,14,
165.94,um,Surface,Distance from Origin,1,15,
77.0884,um,Surface,Distance from Origin,1,16,
