
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
148,,Surface,2,Image 1,1,0,
52,,Surface,2,Image 1,1,1,
66,,Surface,2,Image 1,1,2,
9,,Surface,2,Image 1,1,3,
369,,Surface,2,Image 1,1,4,
487,,Surface,2,Image 1,1,5,
33,,Surface,2,Image 1,1,6,
93,,Surface,2,Image 1,1,7,
102,,Surface,2,Image 1,1,8,
29,,Surface,2,Image 1,1,9,
27,,Surface,2,Image 1,1,10,
65,,Surface,2,Image 1,1,11,
49,,Surface,2,Image 1,1,12,
52,,Surface,2,Image 1,1,13,
134,,Surface,2,Image 1,1,14,
60,,Surface,2,Image 1,1,15,
28,,Surface,2,Image 1,1,16,
