
Intensity Mean Ch=6 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
797.294,,Surface,6,Image 1,1,0,
769.739,,Surface,6,Image 1,1,1,
590.389,,Surface,6,Image 1,1,2,
1362.68,,Surface,6,Image 1,1,3,
1673.47,,Surface,6,Image 1,1,4,
1567.18,,Surface,6,Image 1,1,5,
465.594,,Surface,6,Image 1,1,6,
920.281,,Surface,6,Image 1,1,7,
1351.12,,Surface,6,Image 1,1,8,
1163.74,,Surface,6,Image 1,1,9,
456.009,,Surface,6,Image 1,1,10,
1211.66,,Surface,6,Image 1,1,11,
917.475,,Surface,6,Image 1,1,12,
966.018,,Surface,6,Image 1,1,13,
839.147,,Surface,6,Image 1,1,14,
1000.69,,Surface,6,Image 1,1,15,
211.348,,Surface,6,Image 1,1,16,
