
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
314.541,316.88,18.8755,um,Surface,Position,1,0,
251.319,312.882,23.1391,um,Surface,Position,1,1,
256.654,283.721,22.856,um,Surface,Position,1,2,
313.404,220.507,19.3664,um,Surface,Position,1,3,
263.858,207.251,16.8486,um,Surface,Position,1,4,
242.066,224.896,15.4397,um,Surface,Position,1,5,
111.965,337.448,20.6633,um,Surface,Position,1,6,
45.0101,297.536,14.8905,um,Surface,Position,1,7,
211.06,139.442,19.8411,um,Surface,Position,1,8,
190.246,217.961,17.8367,um,Surface,Position,1,9,
5.4087,294.035,20.3259,um,Surface,Position,1,10,
250.261,24.4667,12.3034,um,Surface,Position,1,11,
48.2382,183.213,13.7654,um,Surface,Position,1,12,
139.361,87.4213,16.9999,um,Surface,Position,1,13,
12.5042,171.192,16.4275,um,Surface,Position,1,14,
164.832,12.606,14.4047,um,Surface,Position,1,15,
8.60356,74.2596,18.818,um,Surface,Position,1,16,
