
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
6603.84,,Surface,3,Image 1,1,0,
5855.05,,Surface,3,Image 1,1,1,
5652.33,,Surface,3,Image 1,1,2,
6723.72,,Surface,3,Image 1,1,3,
6362.91,,Surface,3,Image 1,1,4,
6666.2,,Surface,3,Image 1,1,5,
5506.19,,Surface,3,Image 1,1,6,
6261.58,,Surface,3,Image 1,1,7,
5538.97,,Surface,3,Image 1,1,8,
6981.28,,Surface,3,Image 1,1,9,
6234.1,,Surface,3,Image 1,1,10,
7033.01,,Surface,3,Image 1,1,11,
6732.35,,Surface,3,Image 1,1,12,
6939.5,,Surface,3,Image 1,1,13,
6904.82,,Surface,3,Image 1,1,14,
6487.79,,Surface,3,Image 1,1,15,
4612.82,,Surface,3,Image 1,1,16,
