
Intensity StdDev Ch=2 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
862.492,,Surface,2,Image 1,1,0,
863.787,,Surface,2,Image 1,1,1,
1026.93,,Surface,2,Image 1,1,2,
818.629,,Surface,2,Image 1,1,3,
2457.29,,Surface,2,Image 1,1,4,
1277,,Surface,2,Image 1,1,5,
763.332,,Surface,2,Image 1,1,6,
797.361,,Surface,2,Image 1,1,7,
937.752,,Surface,2,Image 1,1,8,
679.663,,Surface,2,Image 1,1,9,
1155.79,,Surface,2,Image 1,1,10,
1324.63,,Surface,2,Image 1,1,11,
1293.49,,Surface,2,Image 1,1,12,
680.381,,Surface,2,Image 1,1,13,
838.318,,Surface,2,Image 1,1,14,
