
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
0.210358,um,Surface,Image 1,1,0,
48.6871,um,Surface,Image 1,1,1,
74.1191,um,Surface,Image 1,1,2,
0,um,Surface,Image 1,1,3,
78.6261,um,Surface,Image 1,1,4,
68.9862,um,Surface,Image 1,1,5,
9.37051,um,Surface,Image 1,1,6,
83.152,um,Surface,Image 1,1,7,
0,um,Surface,Image 1,1,8,
0,um,Surface,Image 1,1,9,
12.8359,um,Surface,Image 1,1,10,
0,um,Surface,Image 1,1,11,
31.7212,um,Surface,Image 1,1,12,
0,um,Surface,Image 1,1,13,
0,um,Surface,Image 1,1,14,
