
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
5.41326e+09,,Surface,4,Image 1,1,0,
8.13295e+09,,Surface,4,Image 1,1,1,
3.56829e+09,,Surface,4,Image 1,1,2,
5.09012e+09,,Surface,4,Image 1,1,3,
5.98521e+08,,Surface,4,Image 1,1,4,
2.82627e+10,,Surface,4,Image 1,1,5,
8.08465e+08,,Surface,4,Image 1,1,6,
5.12029e+09,,Surface,4,Image 1,1,7,
6.43483e+09,,Surface,4,Image 1,1,8,
2.32808e+09,,Surface,4,Image 1,1,9,
1.62869e+09,,Surface,4,Image 1,1,10,
6.34727e+09,,Surface,4,Image 1,1,11,
2.46225e+09,,Surface,4,Image 1,1,12,
5.66292e+09,,Surface,4,Image 1,1,13,
1.36675e+09,,Surface,4,Image 1,1,14,
