
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
131,,Surface,2,Image 1,1,0,
115,,Surface,2,Image 1,1,1,
133,,Surface,2,Image 1,1,2,
85,,Surface,2,Image 1,1,3,
198,,Surface,2,Image 1,1,4,
65,,Surface,2,Image 1,1,5,
60,,Surface,2,Image 1,1,6,
74,,Surface,2,Image 1,1,7,
97,,Surface,2,Image 1,1,8,
161,,Surface,2,Image 1,1,9,
147,,Surface,2,Image 1,1,10,
121,,Surface,2,Image 1,1,11,
113,,Surface,2,Image 1,1,12,
88,,Surface,2,Image 1,1,13,
170,,Surface,2,Image 1,1,14,
