
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
5136,,Surface,4,Image 1,1,0,
5152,,Surface,4,Image 1,1,1,
5702,,Surface,4,Image 1,1,2,
4698,,Surface,4,Image 1,1,3,
6627,,Surface,4,Image 1,1,4,
4953,,Surface,4,Image 1,1,5,
4984,,Surface,4,Image 1,1,6,
4371,,Surface,4,Image 1,1,7,
4615,,Surface,4,Image 1,1,8,
6012,,Surface,4,Image 1,1,9,
4987,,Surface,4,Image 1,1,10,
6162,,Surface,4,Image 1,1,11,
5960,,Surface,4,Image 1,1,12,
5101,,Surface,4,Image 1,1,13,
6088,,Surface,4,Image 1,1,14,
