
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
332.455,208.095,10.8193,um,Surface,Position,1,0,
272.93,172.005,10.5484,um,Surface,Position,1,1,
94.9215,223.679,15.3332,um,Surface,Position,1,2,
282.628,12.9235,9.76581,um,Surface,Position,1,3,
92.6094,171.713,10.4048,um,Surface,Position,1,4,
203.756,119.136,12.6049,um,Surface,Position,1,5,
197.97,18.779,10.0685,um,Surface,Position,1,6,
113.708,137.774,16.9466,um,Surface,Position,1,7,
10.4308,215.706,14.5967,um,Surface,Position,1,8,
5.67503,132.357,15.3002,um,Surface,Position,1,9,
25.8698,125.077,14.8277,um,Surface,Position,1,10,
106.611,9.74955,11.9042,um,Surface,Position,1,11,
87.3674,45.7909,11.215,um,Surface,Position,1,12,
21.8083,21.7508,10.1298,um,Surface,Position,1,13,
58.8345,5.73501,9.63281,um,Surface,Position,1,14,
