
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
848,,Surface,3,Image 1,1,0,
726,,Surface,3,Image 1,1,1,
681,,Surface,3,Image 1,1,2,
828,,Surface,3,Image 1,1,3,
1020,,Surface,3,Image 1,1,4,
596,,Surface,3,Image 1,1,5,
996,,Surface,3,Image 1,1,6,
494,,Surface,3,Image 1,1,7,
588,,Surface,3,Image 1,1,8,
987,,Surface,3,Image 1,1,9,
1066,,Surface,3,Image 1,1,10,
861,,Surface,3,Image 1,1,11,
961,,Surface,3,Image 1,1,12,
803,,Surface,3,Image 1,1,13,
1158,,Surface,3,Image 1,1,14,
