
Intensity Mean Ch=8 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
0,,Surface,8,Image 1,1,0,
0,,Surface,8,Image 1,1,1,
50.6149,,Surface,8,Image 1,1,2,
0,,Surface,8,Image 1,1,3,
115.511,,Surface,8,Image 1,1,4,
76.4697,,Surface,8,Image 1,1,5,
0,,Surface,8,Image 1,1,6,
0,,Surface,8,Image 1,1,7,
0,,Surface,8,Image 1,1,8,
0,,Surface,8,Image 1,1,9,
28.1723,,Surface,8,Image 1,1,10,
51.4937,,Surface,8,Image 1,1,11,
5.46082,,Surface,8,Image 1,1,12,
3.50072,,Surface,8,Image 1,1,13,
0,,Surface,8,Image 1,1,14,
