
Intensity Median Ch=3 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
6249.89,,Surface,3,Image 1,1,0,
6169.04,,Surface,3,Image 1,1,1,
5004.8,,Surface,3,Image 1,1,2,
5776.01,,Surface,3,Image 1,1,3,
4210.37,,Surface,3,Image 1,1,4,
5658.92,,Surface,3,Image 1,1,5,
9199.97,,Surface,3,Image 1,1,6,
4586.86,,Surface,3,Image 1,1,7,
4657,,Surface,3,Image 1,1,8,
4699.79,,Surface,3,Image 1,1,9,
4733.43,,Surface,3,Image 1,1,10,
4940.48,,Surface,3,Image 1,1,11,
7590.44,,Surface,3,Image 1,1,12,
5750.57,,Surface,3,Image 1,1,13,
7092.03,,Surface,3,Image 1,1,14,
