
Intensity Sum Ch=6 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
5.37155e+08,,Surface,6,Image 1,1,0,
5.16782e+08,,Surface,6,Image 1,1,1,
2.56307e+08,,Surface,6,Image 1,1,2,
2.41471e+08,,Surface,6,Image 1,1,3,
1.02362e+07,,Surface,6,Image 1,1,4,
2.37315e+09,,Surface,6,Image 1,1,5,
7.92735e+07,,Surface,6,Image 1,1,6,
2.72085e+08,,Surface,6,Image 1,1,7,
2.87822e+08,,Surface,6,Image 1,1,8,
8.69564e+07,,Surface,6,Image 1,1,9,
8.83288e+07,,Surface,6,Image 1,1,10,
1.53855e+08,,Surface,6,Image 1,1,11,
2.61411e+08,,Surface,6,Image 1,1,12,
1.40778e+08,,Surface,6,Image 1,1,13,
7.19157e+07,,Surface,6,Image 1,1,14,
