
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
4932,,Surface,3,Image 1,1,0,
7216.4,,Surface,3,Image 1,1,1,
6048.43,,Surface,3,Image 1,1,2,
5586.72,,Surface,3,Image 1,1,3,
2307.77,,Surface,3,Image 1,1,4,
5521.98,,Surface,3,Image 1,1,5,
9668.3,,Surface,3,Image 1,1,6,
5359.61,,Surface,3,Image 1,1,7,
5278.72,,Surface,3,Image 1,1,8,
3415.36,,Surface,3,Image 1,1,9,
4582.73,,Surface,3,Image 1,1,10,
3796.37,,Surface,3,Image 1,1,11,
7220.14,,Surface,3,Image 1,1,12,
8829.46,,Surface,3,Image 1,1,13,
9190.2,,Surface,3,Image 1,1,14,
