
Intensity Max Ch=8 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
0,,Surface,8,Image 1,1,0,
0,,Surface,8,Image 1,1,1,
28388,,Surface,8,Image 1,1,2,
0,,Surface,8,Image 1,1,3,
19925,,Surface,8,Image 1,1,4,
64920,,Surface,8,Image 1,1,5,
0,,Surface,8,Image 1,1,6,
0,,Surface,8,Image 1,1,7,
0,,Surface,8,Image 1,1,8,
0,,Surface,8,Image 1,1,9,
26336,,Surface,8,Image 1,1,10,
26524,,Surface,8,Image 1,1,11,
19425,,Surface,8,Image 1,1,12,
16453,,Surface,8,Image 1,1,13,
0,,Surface,8,Image 1,1,14,
