
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.892143,,Surface,1,0,
0.798528,,Surface,1,1,
0.504105,,Surface,1,2,
0.299337,,Surface,1,3,
0.269496,,Surface,1,4,
0.538291,,Surface,1,5,
0.334592,,Surface,1,6,
0.313065,,Surface,1,7,
0.734504,,Surface,1,8,
0.814075,,Surface,1,9,
0.59995,,Surface,1,10,
0.312578,,Surface,1,11,
0.839632,,Surface,1,12,
0.779086,,Surface,1,13,
0.549502,,Surface,1,14,
0.812313,,Surface,1,15,
0.653464,,Surface,1,16,
0.604664,,Surface,1,17,
0.619739,,Surface,1,18,
