
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
6041.86,,Surface,3,Image 1,1,0,
3114.65,,Surface,3,Image 1,1,1,
4611.75,,Surface,3,Image 1,1,2,
4490.3,,Surface,3,Image 1,1,3,
1768.08,,Surface,3,Image 1,1,4,
5073.5,,Surface,3,Image 1,1,5,
3259.07,,Surface,3,Image 1,1,6,
2759.85,,Surface,3,Image 1,1,7,
3682.12,,Surface,3,Image 1,1,8,
3600.3,,Surface,3,Image 1,1,9,
3273.49,,Surface,3,Image 1,1,10,
4703.86,,Surface,3,Image 1,1,11,
2914.26,,Surface,3,Image 1,1,12,
5800.17,,Surface,3,Image 1,1,13,
2109.75,,Surface,3,Image 1,1,14,
3739.1,,Surface,3,Image 1,1,15,
3460.33,,Surface,3,Image 1,1,16,
2696.99,,Surface,3,Image 1,1,17,
3402.38,,Surface,3,Image 1,1,18,
