
Area
 ==================== 
Area,Unit,Category,Time,ID,
2048.62,um^2,Surface,1,0,
7191.65,um^2,Surface,1,1,
2441.9,um^2,Surface,1,2,
2073.23,um^2,Surface,1,3,
846.552,um^2,Surface,1,4,
5072.24,um^2,Surface,1,5,
21075.6,um^2,Surface,1,6,
3454.22,um^2,Surface,1,7,
3672.16,um^2,Surface,1,8,
12248.8,um^2,Surface,1,9,
1925.19,um^2,Surface,1,10,
846.992,um^2,Surface,1,11,
1649.46,um^2,Surface,1,12,
8284.74,um^2,Surface,1,13,
1778.95,um^2,Surface,1,14,
6693.32,um^2,Surface,1,15,
10929.8,um^2,Surface,1,16,
1276.02,um^2,Surface,1,17,
6764.01,um^2,Surface,1,18,
