
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
237,,Surface,2,Image 1,1,0,
74,,Surface,2,Image 1,1,1,
154,,Surface,2,Image 1,1,2,
185,,Surface,2,Image 1,1,3,
315,,Surface,2,Image 1,1,4,
194,,Surface,2,Image 1,1,5,
0,,Surface,2,Image 1,1,6,
177,,Surface,2,Image 1,1,7,
33,,Surface,2,Image 1,1,8,
70,,Surface,2,Image 1,1,9,
104,,Surface,2,Image 1,1,10,
117,,Surface,2,Image 1,1,11,
81,,Surface,2,Image 1,1,12,
19,,Surface,2,Image 1,1,13,
350,,Surface,2,Image 1,1,14,
115,,Surface,2,Image 1,1,15,
137,,Surface,2,Image 1,1,16,
372,,Surface,2,Image 1,1,17,
265,,Surface,2,Image 1,1,18,
