
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
1822.86,,Surface,6,Image 1,1,0,
1714.69,,Surface,6,Image 1,1,1,
2751.32,,Surface,6,Image 1,1,2,
1515.57,,Surface,6,Image 1,1,3,
1270.36,,Surface,6,Image 1,1,4,
4003.39,,Surface,6,Image 1,1,5,
1987.12,,Surface,6,Image 1,1,6,
3018.2,,Surface,6,Image 1,1,7,
1262.61,,Surface,6,Image 1,1,8,
1619.41,,Surface,6,Image 1,1,9,
1776.81,,Surface,6,Image 1,1,10,
8645.69,,Surface,6,Image 1,1,11,
1382.98,,Surface,6,Image 1,1,12,
1899.58,,Surface,6,Image 1,1,13,
1180.12,,Surface,6,Image 1,1,14,
1385.03,,Surface,6,Image 1,1,15,
1691.74,,Surface,6,Image 1,1,16,
2810.83,,Surface,6,Image 1,1,17,
1481.59,,Surface,6,Image 1,1,18,
