
Intensity Sum Ch=3 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
8.93485e+08,,Surface,3,Image 1,1,0,
4.09936e+09,,Surface,3,Image 1,1,1,
8.54819e+08,,Surface,3,Image 1,1,2,
5.59525e+08,,Surface,3,Image 1,1,3,
2.01152e+08,,Surface,3,Image 1,1,4,
1.97315e+09,,Surface,3,Image 1,1,5,
1.00525e+10,,Surface,3,Image 1,1,6,
8.62118e+08,,Surface,3,Image 1,1,7,
1.22903e+09,,Surface,3,Image 1,1,8,
5.47414e+09,,Surface,3,Image 1,1,9,
4.74987e+08,,Surface,3,Image 1,1,10,
3.17912e+08,,Surface,3,Image 1,1,11,
4.05318e+08,,Surface,3,Image 1,1,12,
5.06233e+09,,Surface,3,Image 1,1,13,
3.14486e+08,,Surface,3,Image 1,1,14,
3.44682e+09,,Surface,3,Image 1,1,15,
4.99396e+09,,Surface,3,Image 1,1,16,
2.54307e+08,,Surface,3,Image 1,1,17,
1.83876e+09,,Surface,3,Image 1,1,18,
