
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
3155.88,,Surface,2,Image 1,1,0,
2946.34,,Surface,2,Image 1,1,1,
3637.39,,Surface,2,Image 1,1,2,
3393.18,,Surface,2,Image 1,1,3,
3647.68,,Surface,2,Image 1,1,4,
4868.52,,Surface,2,Image 1,1,5,
3623.56,,Surface,2,Image 1,1,6,
4726.21,,Surface,2,Image 1,1,7,
2611.84,,Surface,2,Image 1,1,8,
3278.99,,Surface,2,Image 1,1,9,
3862.41,,Surface,2,Image 1,1,10,
8588.76,,Surface,2,Image 1,1,11,
2878.41,,Surface,2,Image 1,1,12,
3051.09,,Surface,2,Image 1,1,13,
3455.29,,Surface,2,Image 1,1,14,
2789.67,,Surface,2,Image 1,1,15,
3393.47,,Surface,2,Image 1,1,16,
4679.11,,Surface,2,Image 1,1,17,
3319.77,,Surface,2,Image 1,1,18,
