
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
8580.31,,Surface,3,Image 1,1,0,
6167.86,,Surface,3,Image 1,1,1,
7839.64,,Surface,3,Image 1,1,2,
6195.19,,Surface,3,Image 1,1,3,
5047.48,,Surface,3,Image 1,1,4,
7505.77,,Surface,3,Image 1,1,5,
6119.1,,Surface,3,Image 1,1,6,
5691.53,,Surface,3,Image 1,1,7,
5755,,Surface,3,Image 1,1,8,
6098.59,,Surface,3,Image 1,1,9,
5917.07,,Surface,3,Image 1,1,10,
8152.23,,Surface,3,Image 1,1,11,
6061.83,,Surface,3,Image 1,1,12,
8064.98,,Surface,3,Image 1,1,13,
5253.08,,Surface,3,Image 1,1,14,
6135.9,,Surface,3,Image 1,1,15,
5663.2,,Surface,3,Image 1,1,16,
6418.32,,Surface,3,Image 1,1,17,
5880.38,,Surface,3,Image 1,1,18,
