
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
2.16965,um,Surface,Image 1,1,0,
0,um,Surface,Image 1,1,1,
74.3899,um,Surface,Image 1,1,2,
0,um,Surface,Image 1,1,3,
25.6893,um,Surface,Image 1,1,4,
106.406,um,Surface,Image 1,1,5,
0,um,Surface,Image 1,1,6,
64.0767,um,Surface,Image 1,1,7,
39.2558,um,Surface,Image 1,1,8,
1.47546,um,Surface,Image 1,1,9,
104.116,um,Surface,Image 1,1,10,
118.901,um,Surface,Image 1,1,11,
77.9573,um,Surface,Image 1,1,12,
115.248,um,Surface,Image 1,1,13,
100.355,um,Surface,Image 1,1,14,
26.7383,um,Surface,Image 1,1,15,
0,um,Surface,Image 1,1,16,
28.9976,um,Surface,Image 1,1,17,
34.0931,um,Surface,Image 1,1,18,
