
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
332.826,298.692,9.03054,um,Surface,Position,1,0,
249.381,329.523,14.1925,um,Surface,Position,1,1,
228.804,261.21,9.19971,um,Surface,Position,1,2,
121.337,339.507,16.0438,um,Surface,Position,1,3,
106.368,313.191,11.5793,um,Surface,Position,1,4,
223.066,205.572,9.79314,um,Surface,Position,1,5,
307.491,193.282,14.6383,um,Surface,Position,1,6,
125.645,265.136,10.3355,um,Surface,Position,1,7,
91.6786,293.151,16.8361,um,Surface,Position,1,8,
314.272,104.504,10.0743,um,Surface,Position,1,9,
219.842,119.999,16.1445,um,Surface,Position,1,10,
125.806,185.072,16.6979,um,Surface,Position,1,11,
91.1638,232.519,18.2516,um,Surface,Position,1,12,
186.93,150.724,11.0942,um,Surface,Position,1,13,
115.287,165.376,12.3137,um,Surface,Position,1,14,
242.177,55.9998,12.2112,um,Surface,Position,1,15,
26.928,274,11.8687,um,Surface,Position,1,16,
162.335,41.8588,8.33343,um,Surface,Position,1,17,
69.3104,152.62,9.28953,um,Surface,Position,1,18,
