
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.504416,,Surface,1,0,
0.491977,,Surface,1,1,
0.432809,,Surface,1,2,
0.447173,,Surface,1,3,
0.641031,,Surface,1,4,
0.376215,,Surface,1,5,
0.306476,,Surface,1,6,
0.378149,,Surface,1,7,
0.451426,,Surface,1,8,
0.353707,,Surface,1,9,
0.448272,,Surface,1,10,
0.633389,,Surface,1,11,
0.461475,,Surface,1,12,
0.411594,,Surface,1,13,
0.392827,,Surface,1,14,
0.47348,,Surface,1,15,
0.390435,,Surface,1,16,
0.419489,,Surface,1,17,
0.315439,,Surface,1,18,
