
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
447.294,um,Surface,Distance from Origin,1,0,
413.494,um,Surface,Distance from Origin,1,1,
347.371,um,Surface,Distance from Origin,1,2,
360.895,um,Surface,Distance from Origin,1,3,
330.963,um,Surface,Distance from Origin,1,4,
303.503,um,Surface,Distance from Origin,1,5,
363.487,um,Surface,Distance from Origin,1,6,
293.582,um,Surface,Distance from Origin,1,7,
307.613,um,Surface,Distance from Origin,1,8,
331.345,um,Surface,Distance from Origin,1,9,
250.98,um,Surface,Distance from Origin,1,10,
224.405,um,Surface,Distance from Origin,1,11,
250.418,um,Surface,Distance from Origin,1,12,
240.382,um,Surface,Distance from Origin,1,13,
201.97,um,Surface,Distance from Origin,1,14,
248.867,um,Surface,Distance from Origin,1,15,
275.576,um,Surface,Distance from Origin,1,16,
167.852,um,Surface,Distance from Origin,1,17,
167.878,um,Surface,Distance from Origin,1,18,
